Year,iso_code3,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other
2012,NGA,0.0
2013,NGA,0.0
2014,NGA,0.0
2015,NGA,0.0
2016,NGA,0.0
2017,NGA,0.0
2018,NGA,0.0
2019,NGA,0.0
2020,NGA,0.0
2010,NIC,0.0
2011,NIC,0.0
2012,NIC,0.0
2013,NIC,0.0
2014,NIC,0.0
2015,NIC,0.0
2016,NIC,0.0
2017,NIC,0.0
2018,NIC,0.0
2019,NIC,0.0
2020,NIC,0.0
2010,NLD,1.8842876091681792e-05
2011,NLD,2.687001441793414e-05
2012,NLD,3.755322612626182e-05
2013,NLD,6.910139595308242e-05
2014,NLD,3.383251524867461e-05
2015,NLD,0.0002686745635702
2016,NLD,1.6746853001633925e-05
2017,NLD,1.6512466400256836e-05
2018,NLD,1.628455012497954e-05
2019,NLD,1.606283990001102e-05
2020,NLD,1.584708564845058e-05
2010,NOR,8.194501922074132e-05
2011,NOR,0.0001003439332706
2012,NOR,0.0001200077303489
2013,NOR,0.000777714314025
2014,NOR,0.0007672636408098
2015,NOR,0.0005082274784842
2016,NOR,0.0004476675143719
2017,NOR,0.0016562987772234
2018,NOR,0.0002777639939582
2019,NOR,0.0002744407486013
2020,NOR,0.0002711960835438
2010,NPL,0.0
2011,NPL,0.0
2012,NPL,0.0
2013,NPL,0.0
2014,NPL,0.0
2015,NPL,0.0
2016,NPL,0.0
2017,NPL,0.0
2018,NPL,0.0
2019,NPL,0.0
2020,NPL,0.0
2010,NRU,0.0
2011,NRU,0.0
2012,NRU,0.0
2013,NRU,0.0
2014,NRU,0.0
2015,NRU,0.0
2016,NRU,0.0
2017,NRU,0.0
2018,NRU,0.0
2019,NRU,0.0
2020,NRU,0.0
2010,NZL,9.105879957372796e-05
2011,NZL,0.0
2012,NZL,0.0
2013,NZL,0.0
2014,NZL,0.0
2015,NZL,0.0
2016,NZL,0.0
2017,NZL,0.0001306502572804
2018,NZL,6.391072508169655e-05
2019,NZL,6.255627212098646e-05
2020,NZL,6.125803728080564e-05
2010,OMN,0.0
2011,OMN,0.0
2012,OMN,0.0
2013,OMN,0.0
2014,OMN,0.0
2015,OMN,0.0
2016,OMN,0.0
2017,OMN,0.0
2018,OMN,0.0
2019,OMN,0.0
2020,OMN,0.0
2010,PAK,0.0
2011,PAK,0.0
2012,PAK,0.0
2013,PAK,0.0
2014,PAK,0.0
2015,PAK,0.0
2016,PAK,0.0
2017,PAK,0.0
2018,PAK,0.0
2019,PAK,0.0
2020,PAK,0.0
2010,PAN,0.0
2011,PAN,0.0
2012,PAN,0.0
2013,PAN,0.0
2014,PAN,0.0
2015,PAN,0.0
2016,PAN,0.0
2017,PAN,0.0
2018,PAN,0.0
2019,PAN,0.0
2020,PAN,0.0
2010,PER,0.0
2011,PER,0.0
2012,PER,0.0
2013,PER,0.0
2014,PER,0.0
2015,PER,0.0
2016,PER,0.0
2017,PER,0.0
2018,PER,0.0
2019,PER,0.0
2020,PER,0.0
2010,PHL,0.0
2011,PHL,0.0
2012,PHL,0.0
2013,PHL,0.0
2014,PHL,0.0
2015,PHL,0.0
2016,PHL,0.0
2017,PHL,0.0
2018,PHL,0.0
2019,PHL,0.0
2020,PHL,0.0
2010,PLW,0.0
2011,PLW,0.0
2012,PLW,0.0
2013,PLW,0.0
2014,PLW,0.0
2015,PLW,0.0
2016,PLW,0.0
2017,PLW,0.0
2018,PLW,0.0
2019,PLW,0.0
2020,PLW,0.0
2010,PNG,0.0
2011,PNG,0.0
2012,PNG,0.0
2013,PNG,0.0
2014,PNG,0.0
2015,PNG,0.0
2016,PNG,0.0
2017,PNG,0.0
2018,PNG,0.0
2019,PNG,0.0
2020,PNG,0.0
2010,POL,0.0
2011,POL,0.0
2012,POL,0.0
2013,POL,0.0
2014,POL,0.0
2015,POL,0.0
2016,POL,0.0
2017,POL,0.0
2018,POL,0.0
2019,POL,0.0
2020,POL,0.0
2010,PRI,0.0
2011,PRI,0.0
2012,PRI,0.0
2013,PRI,0.0
2014,PRI,0.0
2015,PRI,0.0
2016,PRI,0.0
2017,PRI,0.0
2018,PRI,0.0
2019,PRI,0.0
2020,PRI,0.0
2010,PRK,7.68066616800496e-06
2011,PRK,7.340916343656931e-06
2012,PRK,1.0544925822420914e-05
2013,PRK,1.0116389262921878e-05
2014,PRK,9.72132319367209e-06
2015,PRK,6.237302477476558e-06
2016,PRK,6.095600514092053e-06
2017,PRK,9.655054702064792e-06
2018,PRK,1.4698268536628517e-05
2019,PRK,1.409015959388355e-05
2020,PRK,1.3796718837969671e-05
2010,PRT,0.0
2011,PRT,0.0
2012,PRT,0.0
2013,PRT,0.0
2014,PRT,0.0
2015,PRT,0.0
2016,PRT,0.0
2017,PRT,0.0
2018,PRT,0.0
2019,PRT,0.0
2020,PRT,0.0
2010,PRY,0.0
2011,PRY,0.0
2012,PRY,0.0
2013,PRY,0.0
2014,PRY,0.0
2015,PRY,0.0
2016,PRY,0.0
2017,PRY,0.0
2018,PRY,0.0
2019,PRY,0.0
2020,PRY,0.0
2010,PYF,0.0
2011,PYF,0.0
2012,PYF,0.0
2013,PYF,0.0
2014,PYF,0.0
2015,PYF,0.0
2016,PYF,0.0
2017,PYF,0.0
2018,PYF,0.0
2019,PYF,0.0
2020,PYF,0.0
2010,QAT,0.0
2011,QAT,0.0
2012,QAT,0.0
2013,QAT,0.0
2014,QAT,0.0
2015,QAT,0.0
2016,QAT,0.0
2017,QAT,0.0
2018,QAT,0.0
2019,QAT,0.0
2020,QAT,0.0
2010,ROU,7.366352173642186e-05
2011,ROU,6.363784810818194e-05
2012,ROU,6.980267587879677e-05
2013,ROU,6.526921163766298e-05
2014,ROU,7.065937141310265e-05
2015,ROU,6.262998896592726e-05
2016,ROU,7.237684633658897e-05
2017,ROU,8.142736626743643e-05
2018,ROU,0.0001137822000044
2019,ROU,0.0001100147398679
2020,ROU,0.0001064887735114
2010,RUS,0.0046312151170903
2011,RUS,0.0046556751447046
2012,RUS,0.0053496783458452
2013,RUS,0.0048953525863626
2014,RUS,0.0051246876660495
2015,RUS,0.0055398404841307
2016,RUS,0.0049791633196147
2017,RUS,0.0051878621802857
2018,RUS,0.0052611917911769
2019,RUS,0.0052242476903205
2020,RUS,0.0051878188146738
2010,RWA,0.0
2011,RWA,0.0
2012,RWA,0.0
2013,RWA,0.0
2014,RWA,0.0
2015,RWA,0.0
2016,RWA,0.0
2017,RWA,0.0
2018,RWA,0.0
2019,RWA,0.0
2020,RWA,0.0
2010,SAU,0.0
2011,SAU,0.0
2012,SAU,0.0
2013,SAU,0.0
2014,SAU,0.0
2015,SAU,0.0
2016,SAU,0.0
2017,SAU,0.0
2018,SAU,0.0
2019,SAU,0.0
2020,SAU,0.0
2010,SDN,0.0
2011,SDN,0.0
2012,SDN,0.0
2013,SDN,0.0
2014,SDN,0.0
2015,SDN,0.0
2016,SDN,0.0
2017,SDN,0.0
2018,SDN,0.0
2019,SDN,0.0
2020,SDN,0.0
2010,SEN,0.0
2011,SEN,0.0
2012,SEN,0.0
2013,SEN,0.0
2014,SEN,0.0
2015,SEN,0.0
2016,SEN,0.0
2017,SEN,0.0
2018,SEN,0.0
2019,SEN,0.0
2020,SEN,0.0
2010,SGP,0.006470624815178
2011,SGP,0.006032288406531
2012,SGP,0.0056308258746945
2013,SGP,0.0067796032385515
2014,SGP,0.0078392413806917
2015,SGP,0.0082481330199157
2016,SGP,0.0087677349914513
2017,SGP,0.0093421237405208
2018,SGP,0.0091110096030659
2019,SGP,0.0093410739350767
2020,SGP,0.0091653414898421
2010,SLB,0.0
2011,SLB,0.0
2012,SLB,0.0
2013,SLB,0.0
2014,SLB,0.0
2015,SLB,0.0
2016,SLB,0.0
2017,SLB,0.0
2018,SLB,0.0
2019,SLB,0.0
2020,SLB,0.0
2010,SLE,0.0
2011,SLE,0.0
2012,SLE,0.0
2013,SLE,0.0
2014,SLE,0.0
2015,SLE,0.0
2016,SLE,0.0
2017,SLE,0.0
2018,SLE,0.0
2019,SLE,0.0
2020,SLE,0.0
2010,SLV,0.0
2011,SLV,0.0
2012,SLV,0.0
2013,SLV,0.0
2014,SLV,0.0
2015,SLV,0.0
2016,SLV,0.0
2017,SLV,0.0
2018,SLV,0.0
2019,SLV,0.0
2020,SLV,0.0
2010,SMR,0.0049945988988065
2011,SMR,0.0049782222132477
2012,SMR,0.0047597160350557
2013,SMR,0.0046772834411391
2014,SMR,0.0046094796775541
2015,SMR,0.004649601728268
2016,SMR,0.0046282934169759
2017,SMR,0.0045084502466198
2018,SMR,0.0042510538179998
2019,SMR,0.0042589590334793
2020,SMR,0.0042647336980262
2010,SOM,0.0
2011,SOM,0.0
2012,SOM,0.0
2013,SOM,0.0
2014,SOM,0.0
2015,SOM,0.0
2016,SOM,0.0
2017,SOM,0.0
2018,SOM,0.0
2019,SOM,0.0
2020,SOM,0.0
2010,SRB,0.0
2011,SRB,0.0
2012,SRB,0.0
2013,SRB,0.0
2014,SRB,0.0
2015,SRB,0.0
2016,SRB,0.0
2017,SRB,0.0
2018,SRB,0.0
2019,SRB,0.0
2020,SRB,0.0
2010,SSD,0.0
2011,SSD,0.0
2012,SSD,0.0
2013,SSD,0.0
2014,SSD,0.0
2015,SSD,0.0
2016,SSD,0.0
2017,SSD,0.0
2018,SSD,0.0
2019,SSD,0.0
2020,SSD,0.0
2010,STP,0.0
2011,STP,0.0
2012,STP,0.0
2013,STP,0.0
2014,STP,0.0
2015,STP,0.0
2016,STP,0.0
2017,STP,0.0
2018,STP,0.0
2019,STP,0.0
2020,STP,0.0
2010,SUR,0.0
2011,SUR,0.0
2012,SUR,0.0
2013,SUR,0.0
2014,SUR,0.0
2015,SUR,0.0
2016,SUR,0.0
2017,SUR,0.0
2018,SUR,0.0
2019,SUR,0.0
2020,SUR,0.0
2010,SVK,8.873126760458312e-05
2011,SVK,4.727596684960077e-05
2012,SVK,0.0001660401232053
2013,SVK,0.0001815956864279
2014,SVK,0.0001931515870339
2015,SVK,0.0002836280812914
2016,SVK,0.0002734288784225
2017,SVK,0.0003239210633529
2018,SVK,0.0003166805322314
2019,SVK,0.0003099625220415
2020,SVK,0.0003035236204745
2010,SVN,0.0
2011,SVN,0.0
2012,SVN,0.0
2013,SVN,0.0
2014,SVN,0.0
2015,SVN,0.0
2016,SVN,0.0
2017,SVN,0.0
2018,SVN,0.0
2019,SVN,0.0
2020,SVN,0.0
2010,SWE,0.0002342780955949
2011,SWE,0.0001963889040841
2012,SWE,0.0001840228232992
2013,SWE,0.0001692429343611
2014,SWE,0.00014703852948
2015,SWE,0.000120883122273
2016,SWE,9.602901828201326e-05
2017,SWE,6.64903197365365e-05
2018,SWE,2.797087331323944e-05
2019,SWE,2.756336418250868e-05
2020,SWE,2.716755858646364e-05
2010,SWZ,0.0
2011,SWZ,0.0
2012,SWZ,0.0
2013,SWZ,0.0
2014,SWZ,0.0
2015,SWZ,0.0
2016,SWZ,0.0
2017,SWZ,0.0
2018,SWZ,0.0
2019,SWZ,0.0
2020,SWZ,0.0
2010,SXM,0.0
2011,SXM,0.0
2012,SXM,0.0
2013,SXM,0.0
2014,SXM,0.0
2015,SXM,0.0
2016,SXM,0.0
2017,SXM,0.0
2018,SXM,0.0
2019,SXM,0.0
2020,SXM,0.0
2010,SYC,0.0
2011,SYC,0.0
2012,SYC,0.0
2013,SYC,0.0
2014,SYC,0.0
2015,SYC,0.0
2016,SYC,0.0
2017,SYC,0.0
2018,SYC,0.0
2019,SYC,0.0
2020,SYC,0.0
2010,SYR,0.0
2011,SYR,0.0
2012,SYR,0.0
2013,SYR,0.0
2014,SYR,0.0
2015,SYR,0.0
2016,SYR,0.0
2017,SYR,0.0
2018,SYR,0.0
2019,SYR,0.0
2020,SYR,0.0
2010,TCA,0.0
2011,TCA,0.0
2012,TCA,0.0
2013,TCA,0.0
2014,TCA,0.0
2015,TCA,0.0
2016,TCA,0.0
2017,TCA,0.0
2018,TCA,0.0
2019,TCA,0.0
2020,TCA,0.0
2010,TCD,0.0
2011,TCD,0.0
2012,TCD,0.0
2013,TCD,0.0
2014,TCD,0.0
2015,TCD,0.0
2016,TCD,0.0
2017,TCD,0.0
2018,TCD,0.0
2019,TCD,0.0
2020,TCD,0.0
2010,TGO,0.0
2011,TGO,0.0
2012,TGO,0.0
2013,TGO,0.0
2014,TGO,0.0
2015,TGO,0.0
2016,TGO,0.0
2017,TGO,0.0
2018,TGO,0.0
2019,TGO,0.0
2020,TGO,0.0
2010,THA,0.0
2011,THA,0.0
2012,THA,0.0
2013,THA,0.0
2014,THA,0.0
2015,THA,0.0
2016,THA,0.0
2017,THA,0.0
2018,THA,0.0
2019,THA,0.0
2020,THA,0.0
2010,TJK,0.0
2011,TJK,0.0
2012,TJK,0.0
2013,TJK,0.0
2014,TJK,0.0
2015,TJK,0.0
2016,TJK,0.0
2017,TJK,0.0
2018,TJK,0.0
2019,TJK,0.0
2020,TJK,0.0
2010,TKM,0.0
2011,TKM,0.0
2012,TKM,0.0
2013,TKM,0.0
2014,TKM,0.0
2015,TKM,0.0
2016,TKM,0.0
2017,TKM,0.0
2018,TKM,0.0
2019,TKM,0.0
2020,TKM,0.0
2010,TLS,0.0
2011,TLS,0.0
2012,TLS,0.0
2013,TLS,0.0
2014,TLS,0.0
2015,TLS,0.0
2016,TLS,0.0
2017,TLS,0.0
2018,TLS,0.0
2019,TLS,0.0
2020,TLS,0.0
2010,TON,0.0
2011,TON,0.0
2012,TON,0.0
2013,TON,0.0
2014,TON,0.0
2015,TON,0.0
2016,TON,0.0
2017,TON,0.0
2018,TON,0.0
2019,TON,0.0
2020,TON,0.0
2010,TTO,0.0
2011,TTO,0.0
2012,TTO,0.0
2013,TTO,0.0
2014,TTO,0.0
2015,TTO,0.0
2016,TTO,0.0
2017,TTO,0.0
2018,TTO,0.0
2019,TTO,0.0
2020,TTO,0.0
2010,TUN,0.0
2011,TUN,0.0
2012,TUN,0.0
2013,TUN,0.0
2014,TUN,0.0
2015,TUN,0.0
2016,TUN,0.0
2017,TUN,0.0
2018,TUN,0.0
2019,TUN,0.0
2020,TUN,0.0
2010,TUR,0.0003347917535841
2011,TUR,0.0003587657013884
2012,TUR,0.0029778254990616
2013,TUR,0.0024626034942574
2014,TUR,0.0020687824344241
2015,TUR,0.0017801244162765
2016,TUR,0.0015761562493966
2017,TUR,0.001403372584959
2018,TUR,0.0010138263450537
2019,TUR,0.0009863270567949
2020,TUR,0.0009602801688815
2010,TUV,0.0
2011,TUV,0.0
2012,TUV,0.0
2013,TUV,0.0
2014,TUV,0.0
2015,TUV,0.0
2016,TUV,0.0
2017,TUV,0.0
2018,TUV,0.0
2019,TUV,0.0
2020,TUV,0.0
2010,TZA,0.0
2011,TZA,0.0
2012,TZA,0.0
2013,TZA,0.0
2014,TZA,0.0
2015,TZA,0.0
2016,TZA,0.0
2017,TZA,0.0
2018,TZA,0.0
2019,TZA,0.0
2020,TZA,0.0
2010,UGA,0.0
2011,UGA,0.0
2012,UGA,0.0
2013,UGA,0.0
2014,UGA,0.0
2015,UGA,0.0
2016,UGA,0.0
2017,UGA,0.0
2018,UGA,0.0
2019,UGA,0.0
2020,UGA,0.0
2010,UKR,0.0
2011,UKR,0.0
2012,UKR,0.0
2013,UKR,0.0
2014,UKR,0.0
2015,UKR,0.0
2016,UKR,0.0
2017,UKR,0.0
2018,UKR,0.0
2019,UKR,0.0
2020,UKR,0.0
2010,URY,0.0
2011,URY,0.0
2012,URY,0.0
2013,URY,0.0
2014,URY,0.0
2015,URY,0.0
2016,URY,0.0
2017,URY,0.0
2018,URY,0.0
2019,URY,0.0
2020,URY,0.0
2010,USA,0.0005553601901392
2011,USA,0.0007307699972289
2012,USA,0.0007742252019574
2013,USA,0.0006537484254195
2014,USA,0.0007189163570642
2015,USA,0.0007323968506114
2016,USA,0.0007684529744214
2017,USA,0.0007970105577016
2018,USA,0.0007996198024124
2019,USA,0.0008058884150467
2020,USA,0.0007929435775394
2010,UZB,0.0
2011,UZB,0.0
2012,UZB,0.0
2013,UZB,0.0
2014,UZB,0.0
2015,UZB,0.0
2016,UZB,0.0
2017,UZB,0.0
2018,UZB,0.0
2019,UZB,0.0
2020,UZB,0.0
2010,VCT,0.0
2011,VCT,0.0
2012,VCT,0.0
2013,VCT,0.0
2014,VCT,0.0
2015,VCT,0.0
2016,VCT,0.0
2017,VCT,0.0
2018,VCT,0.0
2019,VCT,0.0
2020,VCT,0.0
2010,VEN,0.0
2011,VEN,0.0
2012,VEN,0.0
2013,VEN,0.0
2014,VEN,0.0
2015,VEN,0.0
2016,VEN,0.0
2017,VEN,0.0
2018,VEN,0.0
2019,VEN,0.0
2020,VEN,0.0
2010,VGB,0.0
2011,VGB,0.0
2012,VGB,0.0
2013,VGB,0.0
2014,VGB,0.0
2015,VGB,0.0
2016,VGB,0.0
2017,VGB,0.0
2018,VGB,0.0
2019,VGB,0.0
2020,VGB,0.0
2010,VIR,0.0
2011,VIR,0.0
2012,VIR,0.0
2013,VIR,0.0
2014,VIR,0.0
2015,VIR,0.0
2016,VIR,0.0
2017,VIR,0.0
2018,VIR,0.0
2019,VIR,0.0
2020,VIR,0.0
2010,VNM,0.0
2011,VNM,0.0
2012,VNM,0.0
2013,VNM,0.0
2014,VNM,0.0
2015,VNM,0.0
2016,VNM,0.0
2017,VNM,0.0
2018,VNM,0.0
2019,VNM,0.0
2020,VNM,0.0
2010,VUT,0.0
2011,VUT,0.0
2012,VUT,0.0
2013,VUT,0.0
2014,VUT,0.0
2015,VUT,0.0
2016,VUT,0.0
2017,VUT,0.0
2018,VUT,0.0
2019,VUT,0.0
2020,VUT,0.0
2010,WSM,0.0
2011,WSM,0.0
2012,WSM,0.0
2013,WSM,0.0
2014,WSM,0.0
2015,WSM,0.0
2016,WSM,0.0
2017,WSM,0.0
2018,WSM,0.0
2019,WSM,0.0
2020,WSM,0.0
2010,XKX,0.0
2011,XKX,0.0
2012,XKX,0.0
2013,XKX,0.0
2014,XKX,0.0
2015,XKX,0.0
2016,XKX,0.0
2017,XKX,0.0
2018,XKX,0.0
2019,XKX,0.0
2020,XKX,0.0
2010,YEM,0.0
2011,YEM,0.0
2012,YEM,0.0
2013,YEM,0.0
2014,YEM,0.0
2015,YEM,0.0
2016,YEM,0.0
2017,YEM,0.0
2018,YEM,0.0
2019,YEM,0.0
2020,YEM,0.0
2010,ZAF,0.0
2011,ZAF,0.0
2012,ZAF,0.0
2013,ZAF,0.0
2014,ZAF,0.0
2015,ZAF,0.0
2016,ZAF,0.0
2017,ZAF,0.0
2018,ZAF,0.0
2019,ZAF,0.0
2020,ZAF,0.0
2010,ZMB,0.0
2011,ZMB,0.0
2012,ZMB,0.0
2013,ZMB,0.0
2014,ZMB,0.0
2015,ZMB,0.0
2016,ZMB,0.0
2017,ZMB,0.0
2018,ZMB,0.0
2019,ZMB,0.0
2020,ZMB,0.0
2010,ZWE,0.0
2011,ZWE,0.0
2012,ZWE,0.0
2013,ZWE,0.0
2014,ZWE,0.0
2015,ZWE,0.0
2016,ZWE,0.0
2017,ZWE,0.0
2018,ZWE,0.0
2019,ZWE,0.0
2020,ZWE,0.0
